GAGE_ID,pond,emergent,forest_shrub,lake,other
01200000,0.650510566093,2.61578145606,4.10762208881,1.2306525379,0.0
01301000,0.678301678899,0.153897370914,1.01882833119,0.471605806194,0.0
01302020,0.427338718982,0.127382990751,0.418530261023,2.28084058084,0.0
01312000,0.471686269973,0.827300277541,6.2460259089,3.21230676655,0.0
01315000,0.196154437448,0.654754172008,6.0435587645,6.10396114318,0.0
01315500,0.407495313658,0.760751868114,6.79555490656,3.13202819813,0.0
01317000,0.508952245388,0.354515564319,5.80772351218,3.79698491122,0.0
01318500,0.472002360883,0.567831795521,5.9887745713,2.82660782566,0.0
01321000,0.379655538077,0.688198193729,7.01556378889,2.90419272166,0.0
01325000,0.376251420522,0.769443784239,5.3773402789,5.66569815047,0.0
01327750,0.431390194602,0.642754287675,5.71643941717,3.90260289355,0.0
01329490,0.158343575714,0.519090192822,1.56034927345,0.402783712647,0.00458419194713
01330000,0.694759077129,1.00692750586,9.31196067022,0.188663986934,0.0
01331095,0.409436036751,0.699929559621,5.42454751294,3.1623663716,0.00696859431615
01334500,0.0611293471829,0.213399381036,0.694654987635,0.0136591498658,0.00183925752796
01335754,0.368773876792,0.701431162267,4.88241020574,2.78206737302,0.00644753904042
01336000,0.480800722677,1.52679549677,3.81650885864,2.38354664997,0.0
01346000,0.468731182841,1.04111249396,5.01123485244,1.83094403531,0.000535391067324
01347000,0.387180522825,1.281251114,3.97915739784,1.05726485864,0.0136244932715
01348000,0.65291471729,1.37316633849,5.42593038173,1.9068952961,0.0
01349000,0.354191506042,1.25452576181,0.790814290274,0.0,0.0100348300419
01349150,0.428237402058,1.43373261879,1.95965872642,0.0,0.0290482155091
01349700,0.42038673426,0.352398814874,0.383221449296,0.306110010118,0.0
01349705,0.39466701367,0.342191160357,0.502570998042,0.186412570761,0.0
01349950,0.366473073342,0.277273846104,0.658728339894,0.118382586492,0.0
01350035,0.411969916115,0.462190332626,0.535378704718,0.238271154365,0.0
01350101,0.318373070279,0.335542965283,0.593797130838,0.682406646623,0.0
01350120,0.685712891475,2.53339975961,1.23738974962,3.51584002059,0.0
01350180,0.3484565671,0.411955380451,0.657169539895,0.874339460687,0.0
01350355,0.387184496002,0.471158167366,0.885050339786,0.742972735835,0.000378356722489
01351500,0.530431320505,0.806120682582,1.0200844438,0.488278364589,0.00572810725824
01357500,0.485403962144,1.14138994541,2.93725490382,0.985696430013,0.00764605814088
01358000,0.419454206532,0.882765071395,4.03933148134,1.9979483523,0.0070707470893
01360640,0.387391590726,0.527698405551,4.09906756822,0.369526967253,0.0
01362500,0.0941191091347,0.206330848421,0.402460148251,0.102683172604,0.0
01364500,0.252543412317,0.308695195392,1.33134241813,3.20853123354,0.000360993896272
01365500,0.140515715232,0.395505011543,1.12899267545,0.372674525835,0.0
01367500,0.311358377169,0.538680830209,2.4490931215,1.18485562617,0.00100500501733
01372058,0.474269769503,1.00548740171,3.80954282208,1.66674438501,0.0320551452039
01372500,0.895588770967,1.38728078169,4.0018455855,0.724780731239,0.0
01374505,0.814854868702,1.04318161677,6.99721326957,2.89838915753,0.0
01374531,0.775090985749,1.04077970371,6.96296376595,3.08165254799,0.0
01374559,1.01817189132,0.528500128431,9.23434641782,3.51505653893,0.0
01374581,1.321030262,0.546596160873,6.37453019557,4.96729066007,0.0
01374598,2.46907090937,0.442043862483,3.43443482819,0.0,0.0
01374701,1.04878072087,0.432507254697,4.23588948647,7.90108268145,0.0
01374821,1.10569261204,0.55364150758,6.41557893506,5.12011880615,0.0
01374890,0.432198454294,0.350391329097,8.047541072,3.57465224774,0.0
